,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,MONTH,DAY,PDO,AMO
72,1945-02-01,0.0,2.0,58.0,38.0,10.0,22.0,02,01,,
73,1945-02-02,0.9,5.0,63.0,33.0,22.0,30.0,02,02,,
74,1945-02-03,1.28,8.0,71.0,34.0,21.0,26.0,02,03,,
75,1945-02-04,0.48,3.0,74.0,28.0,15.0,20.0,02,04,,
76,1945-02-05,0.0,0.0,74.0,32.0,20.0,29.0,02,05,,
77,1945-02-06,0.48,6.0,80.0,32.0,12.0,14.0,02,06,,
78,1945-02-07,0.19,2.0,82.0,34.0,8.0,19.0,02,07,,
79,1945-02-08,0.0,0.0,74.0,36.0,19.0,34.0,02,08,,
80,1945-02-09,0.51,7.0,86.0,40.0,18.0,21.0,02,09,,
81,1945-02-10,0.0,0.0,84.0,29.0,13.0,21.0,02,10,,
82,1945-02-11,0.0,1.0,85.0,31.0,14.0,21.0,02,11,,
83,1945-02-12,0.24,2.0,87.0,29.0,20.0,26.0,02,12,,
84,1945-02-13,0.54,4.0,91.0,29.0,22.0,28.0,02,13,,
85,1945-02-14,0.39,3.0,94.0,33.0,28.0,30.0,02,14,,
86,1945-02-15,0.0,0.0,94.0,30.0,9.0,12.0,02,15,0.72,0.34700000000000003
87,1945-02-16,0.0,0.0,93.0,34.0,10.0,12.0,02,16,,
88,1945-02-17,0.0,0.0,88.0,29.0,12.0,21.0,02,17,,
89,1945-02-18,0.54,7.0,95.0,29.0,13.0,19.0,02,18,,
90,1945-02-19,0.89,11.0,106.0,29.0,18.0,20.0,02,19,,
91,1945-02-20,0.0,0.0,104.0,30.0,7.0,10.0,02,20,,
92,1945-02-21,0.48,6.0,110.0,24.0,6.0,9.0,02,21,,
93,1945-02-22,0.0,0.0,106.0,19.0,2.0,10.0,02,22,,
94,1945-02-23,0.0,0.0,102.0,34.0,9.0,12.0,02,23,,
95,1945-02-24,0.0,0.0,100.0,32.0,10.0,17.0,02,24,,
96,1945-02-25,0.0,0.0,97.0,28.0,9.0,11.0,02,25,,
97,1945-02-26,0.0,0.0,97.0,31.0,4.0,9.0,02,26,,
98,1945-02-27,0.0,0.0,97.0,30.59722222222222,13.944444444444445,20.62121212121212,02,27,,
99,1945-02-28,0.0,0.0,95.0,34.0,8.0,18.0,02,28,,
100,1945-03-01,0.0,0.0,92.0,36.0,14.0,18.0,03,01,,
101,1945-03-02,0.54,5.0,97.0,38.0,17.0,19.0,03,02,,
102,1945-03-03,0.3,4.0,101.0,31.0,11.0,12.0,03,03,,
103,1945-03-04,0.66,5.0,106.0,20.0,12.0,19.0,03,04,,
104,1945-03-05,0.2,8.0,114.0,26.0,2.0,6.0,03,05,,
105,1945-03-06,0.17,2.0,116.0,25.0,-4.0,4.0,03,06,,
106,1945-03-07,0.49,5.0,116.0,32.0,4.0,18.0,03,07,,
107,1945-03-08,0.0,0.0,120.0,30.0,9.0,19.0,03,08,,
108,1945-03-09,0.0,0.0,115.0,41.0,17.0,19.0,03,09,,
109,1945-03-10,0.0,0.0,111.0,51.0,18.0,24.0,03,10,,
110,1945-03-11,0.0,0.0,106.0,46.0,24.0,31.0,03,11,,
111,1945-03-12,0.0,0.0,104.0,49.0,24.0,31.0,03,12,,
112,1945-03-13,0.0,1.0,100.0,49.0,25.0,34.0,03,13,,
113,1945-03-14,0.0,1.0,100.0,38.0,27.0,29.0,03,14,,
114,1945-03-15,1.06,4.0,104.0,32.0,6.0,19.0,03,15,-0.42,0.363
115,1945-03-16,0.0,10.0,114.0,33.0,10.0,14.0,03,16,,
116,1945-03-17,0.0,5.0,119.0,28.0,11.0,20.0,03,17,,
117,1945-03-18,1.7,3.0,122.0,22.0,8.0,9.0,03,18,,
118,1945-03-19,0.0,0.0,120.0,39.0,6.0,9.0,03,19,,
119,1945-03-20,0.0,0.0,118.0,45.0,8.0,22.0,03,20,,
120,1945-03-21,0.0,0.0,114.0,49.0,22.0,33.0,03,21,,
121,1945-03-22,0.0,0.0,110.0,49.0,19.0,34.0,03,22,,
122,1945-03-23,0.58,2.0,112.0,45.0,21.0,23.0,03,23,,
123,1945-03-24,0.37,7.0,119.0,42.0,14.0,16.0,03,24,,
124,1945-03-25,0.27,0.0,119.0,24.0,15.0,18.0,03,25,,
125,1945-03-26,0.61,4.0,120.0,56.0,9.0,24.0,03,26,,
126,1945-03-27,0.0,5.0,125.0,39.0,12.0,15.0,03,27,,
127,1945-03-28,0.0,7.0,132.0,34.63235294117647,17.985294117647058,26.516129032258064,03,28,,
128,1945-03-29,0.82,0.0,132.0,31.0,14.0,20.0,03,29,,
129,1945-03-30,0.0,0.0,127.0,36.0,11.0,13.0,03,30,,
130,1945-03-31,0.0,0.0,122.0,41.0,17.0,24.0,03,31,,
131,1945-07-01,0.0,0.0,8.0,66.0,53.0,62.0,07,01,,
132,1945-07-02,0.0,0.0,8.0,66.0,55.0,58.0,07,02,,
133,1945-07-03,0.0,0.0,8.0,76.0,56.0,67.0,07,03,,
134,1945-07-04,0.0,0.0,8.0,78.0,65.0,67.0,07,04,,
135,1945-07-05,0.0,0.0,8.0,84.0,65.0,68.0,07,05,,
136,1945-07-06,0.0,0.0,8.0,81.0,68.0,70.0,07,06,,
137,1945-07-07,0.0,0.0,8.0,86.0,66.0,73.0,07,07,,
138,1945-07-08,0.0,0.0,8.0,74.0,61.0,69.0,07,08,,
139,1945-07-09,0.0,0.0,8.0,70.0,58.0,61.0,07,09,,
140,1945-07-10,0.04,0.0,8.0,64.0,52.0,58.0,07,10,,
141,1945-07-11,0.0,0.0,8.0,74.0,58.0,63.0,07,11,,
142,1945-07-12,0.0,0.0,8.0,75.0,62.0,65.0,07,12,,
143,1945-07-13,0.0,0.0,8.0,83.0,65.0,69.0,07,13,,
144,1945-07-14,0.0,0.0,8.0,74.0,64.0,65.0,07,14,,
145,1945-07-15,0.01,0.0,8.0,81.0,54.0,72.0,07,15,1.02,0.08199999999999999
146,1945-07-16,0.0,0.0,8.0,76.0,64.0,66.0,07,16,,
147,1945-07-17,0.0,0.0,8.0,79.0,64.0,71.0,07,17,,
148,1945-07-18,0.01,0.0,8.0,79.0,49.0,68.0,07,18,,
149,1945-07-19,0.0,0.0,8.0,77.0,57.0,69.0,07,19,,
150,1945-07-20,0.0,0.0,8.0,83.0,64.0,72.0,07,20,,
151,1945-07-21,0.01,0.0,8.0,92.0,70.0,77.0,07,21,,
152,1945-07-22,0.01,0.0,8.0,79.0,60.0,75.0,07,22,,
153,1945-07-23,0.07,0.0,8.0,77.0,43.0,73.0,07,23,,
154,1945-07-24,0.0,0.0,8.0,84.0,63.0,71.0,07,24,,
155,1945-07-25,0.0,0.0,8.0,84.0,63.0,68.0,07,25,,
156,1945-07-26,0.0,0.0,8.0,88.0,66.0,78.0,07,26,,
157,1945-07-27,0.0,0.0,8.0,94.0,56.0,74.0,07,27,,
158,1945-07-28,0.0,0.0,8.0,84.0,64.0,74.0,07,28,,
159,1945-07-29,0.0,0.0,8.0,79.0,62.0,71.0,07,29,,
160,1945-07-30,0.01,0.0,8.0,74.0,56.0,69.0,07,30,,
161,1945-07-31,0.0,0.0,8.0,81.0,60.0,66.0,07,31,,
162,1945-08-01,0.2,0.0,8.0,75.0,59.0,68.0,08,01,,
163,1945-08-02,0.0,0.0,8.0,79.0,64.0,70.0,08,02,,
164,1945-08-03,0.0,0.0,8.0,77.0,54.0,68.0,08,03,,
165,1945-08-04,0.85,0.0,8.0,70.0,52.0,66.0,08,04,,
166,1945-08-05,0.48,0.0,8.0,68.0,49.0,57.0,08,05,,
167,1945-08-06,0.0,0.0,8.0,74.0,57.0,68.0,08,06,,
168,1945-08-07,0.13,0.0,8.0,68.0,48.0,58.0,08,07,,
169,1945-08-08,0.47,0.0,8.0,76.0,47.0,67.0,08,08,,
170,1945-08-09,0.63,0.0,8.0,72.0,45.0,64.0,08,09,,
171,1945-08-10,0.0,0.0,8.0,73.0,56.0,63.0,08,10,,
172,1945-08-11,0.0,0.0,8.0,76.0,51.0,69.0,08,11,,
173,1945-08-12,0.0,0.0,8.0,79.0,51.0,70.0,08,12,,
174,1945-08-13,0.25,0.0,8.0,71.0,44.0,62.0,08,13,,
175,1945-08-14,0.27,0.0,8.0,70.0,47.0,62.0,08,14,,
176,1945-08-15,0.0,0.0,8.0,72.0,51.0,60.0,08,15,0.18,0.106
177,1945-08-16,0.0,0.0,8.0,75.0,49.0,64.0,08,16,,
178,1945-08-17,0.0,0.0,8.0,74.0,46.0,62.0,08,17,,
179,1945-08-18,0.01,0.0,8.0,76.0,49.0,65.0,08,18,,
180,1945-08-19,0.83,0.0,8.0,65.0,47.0,57.0,08,19,,
181,1945-08-20,0.3,0.0,8.0,65.0,45.0,58.0,08,20,,
182,1945-08-21,0.0,0.0,8.0,70.0,42.0,60.0,08,21,,
183,1945-08-22,0.0,0.0,8.0,74.0,48.0,63.0,08,22,,
184,1945-08-23,0.0,0.0,8.0,76.0,56.0,66.0,08,23,,
185,1945-08-24,0.0,0.0,8.0,76.0,52.0,65.0,08,24,,
186,1945-08-25,0.0,0.0,8.0,80.0,44.0,65.0,08,25,,
187,1945-08-26,0.0,0.0,8.0,72.0,44.0,64.0,08,26,,
188,1945-08-27,0.16,0.0,8.0,68.0,44.0,58.0,08,27,,
189,1945-08-28,0.0,0.0,8.0,79.0,51.0,65.0,08,28,,
190,1945-08-29,0.0,0.0,8.0,76.0,52.0,68.0,08,29,,
191,1945-08-30,0.03,0.0,8.0,72.0,51.0,63.0,08,30,,
192,1945-08-31,0.0,0.0,8.0,81.0,61.0,70.0,08,31,,
193,1945-11-01,1.75,6.0,8.0,38.86206896551724,23.896551724137932,29.849056603773583,11,01,,
194,1945-11-02,1.0,3.0,11.0,40.48275862068966,21.879310344827587,30.254901960784313,11,02,,
195,1945-11-03,0.2,0.2,11.0,40.166666666666664,22.233333333333334,29.346153846153847,11,03,,
196,1945-11-04,0.0,0.0,9.0,41.01639344262295,23.524590163934427,30.78846153846154,11,04,,
197,1945-11-05,0.0,0.0,8.0,40.7,24.033333333333335,30.176470588235293,11,05,,
198,1945-11-06,0.0,0.0,8.0,40.885245901639344,24.114754098360656,31.403846153846153,11,06,,
199,1945-11-07,1.23,13.1,21.0,15.0,15.0,15.0,11,07,,
200,1945-11-08,1.19,9.0,22.0,15.0,7.0,8.0,11,08,,
201,1945-11-09,0.21,2.1,19.0,12.0,8.0,11.0,11,09,,
202,1945-11-10,0.53,4.9,23.0,30.0,11.0,22.0,11,10,,
203,1945-11-11,0.38,7.2,27.0,34.0,19.0,21.0,11,11,,
204,1945-11-12,0.6,11.5,34.0,22.0,13.0,15.0,11,12,,
205,1945-11-13,0.75,11.0,40.0,21.0,13.0,14.0,11,13,,
206,1945-11-14,0.0,0.0,38.0,29.0,12.0,29.0,11,14,,
207,1945-11-15,0.1,1.0,36.0,48.0,28.0,32.0,11,15,-1.94,0.183
208,1945-11-16,1.12,11.0,44.0,33.0,18.0,19.0,11,16,,
209,1945-11-17,0.22,4.5,46.0,32.0,18.0,24.0,11,17,,
210,1945-11-18,0.24,3.5,42.0,27.0,8.0,11.0,11,18,,
211,1945-11-19,0.0,0.0,38.0,33.0,10.0,27.0,11,19,,
212,1945-11-20,1.1,13.0,48.0,27.0,9.0,9.0,11,20,,
213,1945-11-21,0.0,0.0,45.0,14.0,0.0,8.0,11,21,,
214,1945-11-22,0.0,0.0,42.0,25.0,7.0,23.0,11,22,,
215,1945-11-23,0.0,0.0,40.0,48.0,21.0,37.0,11,23,,
216,1945-11-24,0.0,0.0,40.0,52.0,21.0,30.0,11,24,,
217,1945-11-25,0.0,0.0,38.0,45.0,30.0,31.0,11,25,,
218,1945-11-26,0.24,3.0,40.0,31.0,17.0,20.0,11,26,,
219,1945-11-27,0.0,0.0,38.0,34.0,19.0,29.0,11,27,,
220,1945-11-28,0.0,0.0,37.0,50.0,29.0,41.0,11,28,,
221,1945-11-29,0.0,0.0,36.0,48.0,36.0,37.0,11,29,,
222,1945-11-30,0.23,3.5,38.0,40.0,24.0,25.0,11,30,,
223,1945-12-01,0.17,2.0,39.0,26.0,12.0,14.0,12,01,,
224,1945-12-02,0.0,0.0,38.0,29.0,9.0,15.0,12,02,,
225,1945-12-03,0.0,0.0,37.0,37.0,14.0,20.0,12,03,,
226,1945-12-04,0.0,0.0,36.0,45.0,20.0,36.0,12,04,,
227,1945-12-05,0.0,0.0,35.0,41.0,23.0,24.0,12,05,,
228,1945-12-06,0.0,1.0,36.0,28.0,14.0,16.0,12,06,,
229,1945-12-07,0.09,1.0,36.0,35.0,14.0,26.0,12,07,,
230,1945-12-08,0.51,9.0,43.0,26.0,9.0,9.0,12,08,,
231,1945-12-09,0.17,2.0,43.0,11.0,-1.0,1.0,12,09,,
232,1945-12-10,0.0,0.0,41.0,17.0,-1.0,8.0,12,10,,
233,1945-12-11,0.05,2.0,41.0,28.0,7.0,9.0,12,11,,
234,1945-12-12,0.0,0.0,40.0,19.0,-1.0,2.0,12,12,,
235,1945-12-13,0.0,0.0,40.0,17.0,-6.0,-3.0,12,13,,
236,1945-12-14,0.13,2.0,41.0,16.0,-4.0,-1.0,12,14,,
237,1945-12-15,0.0,0.0,40.0,16.0,-3.0,5.0,12,15,-0.74,0.13699999999999998
238,1945-12-16,0.0,0.0,40.0,20.0,5.0,12.0,12,16,,
239,1945-12-17,0.0,0.0,39.0,29.0,11.0,17.0,12,17,,
240,1945-12-18,0.25,2.0,39.0,20.0,5.0,6.0,12,18,,
241,1945-12-19,0.0,0.0,39.0,9.0,-4.0,5.0,12,19,,
242,1945-12-20,0.0,0.0,38.0,37.0,5.0,26.0,12,20,,
243,1945-12-21,0.0,0.0,38.0,43.0,20.0,26.0,12,21,,
244,1945-12-22,1.38,10.0,48.0,36.0,26.0,30.0,12,22,,
245,1945-12-23,1.66,9.5,56.0,31.0,21.0,22.0,12,23,,
246,1945-12-24,0.63,7.0,61.0,28.0,20.0,21.0,12,24,,
247,1945-12-25,0.19,2.0,60.0,27.0,17.0,21.0,12,25,,
248,1945-12-26,1.49,14.0,72.0,25.0,20.0,21.0,12,26,,
249,1945-12-27,0.06,1.5,71.0,28.0,10.0,23.0,12,27,,
250,1945-12-28,1.48,8.0,70.0,40.0,22.0,32.0,12,28,,
251,1945-12-29,0.96,7.0,74.0,38.0,28.0,29.0,12,29,,
252,1945-12-30,0.23,3.0,71.0,34.0,19.0,20.0,12,30,,
253,1945-12-31,0.0,0.0,70.0,33.0,13.0,29.0,12,31,,
254,1946-01-01,0.0,0.0,69.0,34.0,15.0,24.0,01,01,,
255,1946-01-02,0.0,0.0,68.0,35.0,23.0,27.0,01,02,,
256,1946-01-03,0.0,0.0,67.0,39.0,26.0,27.0,01,03,,
257,1946-01-04,0.2,3.0,70.0,30.0,16.0,19.0,01,04,,
258,1946-01-05,2.27,20.0,86.0,23.0,17.0,18.0,01,05,,
259,1946-01-06,0.63,8.0,88.0,19.0,14.0,15.0,01,06,,
260,1946-01-07,0.0,0.0,84.0,30.0,6.0,15.0,01,07,,
261,1946-01-08,0.25,8.0,88.0,28.0,12.0,14.0,01,08,,
262,1946-01-09,0.0,0.0,85.0,22.0,10.0,13.0,01,09,,
263,1946-01-10,0.0,0.0,83.0,32.0,8.0,17.0,01,10,,
264,1946-01-11,0.52,6.0,87.0,23.0,4.0,5.0,01,11,,
265,1946-01-12,0.0,0.0,84.0,18.0,1.0,12.0,01,12,,
266,1946-01-13,0.0,0.0,82.0,32.0,10.0,26.0,01,13,,
267,1946-01-14,0.0,0.0,81.0,33.0,6.0,15.0,01,14,,
268,1946-01-15,0.0,0.0,80.0,35.0,9.0,20.0,01,15,-0.91,0.276
269,1946-01-16,0.0,0.0,80.0,48.0,6.0,21.0,01,16,,
270,1946-01-17,0.0,0.0,78.0,45.0,5.0,21.0,01,17,,
271,1946-01-18,0.0,0.0,76.0,55.0,10.0,25.0,01,18,,
272,1946-01-19,0.0,0.0,75.0,42.0,12.0,17.0,01,19,,
273,1946-01-20,0.0,0.0,74.0,37.0,11.0,16.0,01,20,,
274,1946-01-21,0.0,0.0,72.0,27.0,4.0,11.0,01,21,,
275,1946-01-22,0.0,1.0,73.0,32.0,9.0,25.0,01,22,,
276,1946-01-23,1.07,6.0,80.0,26.0,12.0,13.0,01,23,,
277,1946-01-24,0.0,1.0,80.0,36.0,10.0,35.0,01,24,,
278,1946-01-25,0.12,1.5,82.0,40.0,15.0,16.0,01,25,,
279,1946-01-26,0.25,4.0,86.0,16.0,1.0,2.0,01,26,,
280,1946-01-27,0.0,0.0,85.0,23.0,-2.0,22.0,01,27,,
281,1946-01-28,0.0,0.0,84.0,29.0,11.0,28.0,01,28,,
282,1946-01-29,0.62,8.0,90.0,29.0,12.0,13.0,01,29,,
283,1946-01-30,1.3,14.0,101.0,12.0,3.0,4.0,01,30,,
284,1946-01-31,0.34,4.0,101.0,8.0,8.0,8.0,01,31,,
285,1946-02-01,0.39,6.0,107.0,15.0,6.0,15.0,02,01,,
286,1946-02-02,0.0,0.0,103.0,26.0,14.0,25.0,02,02,,
287,1946-02-03,0.0,0.0,108.0,30.0,22.0,25.0,02,03,,
288,1946-02-04,1.1,15.0,108.0,26.0,12.0,13.0,02,04,,
289,1946-02-05,0.28,3.0,108.0,20.0,0.0,5.0,02,05,,
290,1946-02-06,0.0,0.0,108.0,21.0,4.0,20.0,02,06,,
291,1946-02-07,0.4,6.0,108.0,30.0,13.0,14.0,02,07,,
292,1946-02-08,0.0,1.5,108.0,14.0,1.0,3.0,02,08,,
293,1946-02-09,0.0,0.0,108.0,19.0,1.0,15.0,02,09,,
294,1946-02-10,0.17,4.5,108.0,41.0,9.0,13.0,02,10,,
295,1946-02-11,0.0,1.0,108.0,28.0,10.0,13.0,02,11,,
296,1946-02-12,0.21,2.0,108.0,20.0,-2.0,1.0,02,12,,
297,1946-02-13,0.19,3.0,108.0,18.0,-2.0,5.0,02,13,,
298,1946-02-14,0.0,0.0,108.0,24.0,-2.0,11.0,02,14,,
299,1946-02-15,0.0,0.0,107.0,37.0,10.0,24.0,02,15,-0.32,0.18899999999999997
300,1946-02-16,0.0,0.0,103.0,32.0,21.0,25.0,02,16,,
301,1946-02-17,0.0,0.0,103.0,36.0,18.0,21.0,02,17,,
302,1946-02-18,0.0,0.0,102.0,43.0,15.0,15.0,02,18,,
303,1946-02-19,0.0,0.0,101.0,35.0,17.0,30.0,02,19,,
304,1946-02-20,0.0,0.0,100.0,41.0,27.0,28.0,02,20,,
305,1946-02-21,0.0,0.0,99.0,32.0,11.0,26.0,02,21,,
306,1946-02-22,0.0,0.0,99.0,34.0,15.0,22.0,02,22,,
307,1946-02-23,0.0,0.0,98.0,37.0,18.0,25.0,02,23,,
308,1946-02-24,0.0,0.0,97.0,49.0,24.0,31.0,02,24,,
309,1946-02-25,0.0,0.0,96.0,50.0,18.0,19.0,02,25,,
310,1946-02-26,0.0,0.0,95.0,22.0,7.0,12.0,02,26,,
311,1946-02-27,0.0,0.0,95.0,27.0,11.0,22.0,02,27,,
312,1946-02-28,0.51,4.0,99.0,40.0,20.0,23.0,02,28,,
313,1946-03-01,0.34,3.0,101.0,31.0,16.0,20.0,03,01,,
314,1946-03-02,0.0,0.0,100.0,32.0,16.0,31.0,03,02,,
315,1946-03-03,0.0,0.0,99.0,43.0,20.0,22.0,03,03,,
316,1946-03-04,0.21,2.0,100.0,27.0,17.0,19.0,03,04,,
317,1946-03-05,0.0,0.0,100.0,37.0,13.0,16.0,03,05,,
318,1946-03-06,1.11,8.0,106.0,25.0,13.0,21.0,03,06,,
319,1946-03-07,0.57,5.0,110.0,25.0,4.0,8.0,03,07,,
320,1946-03-08,0.0,0.0,108.0,27.0,7.0,20.0,03,08,,
321,1946-03-09,0.0,0.0,107.0,36.0,17.0,24.0,03,09,,
322,1946-03-10,0.0,0.0,106.0,49.0,22.0,36.0,03,10,,
323,1946-03-11,0.0,0.0,105.0,45.0,33.0,34.0,03,11,,
324,1946-03-12,0.28,3.0,106.0,37.0,16.0,22.0,03,12,,
325,1946-03-13,0.94,7.0,113.0,45.0,21.0,35.0,03,13,,
326,1946-03-14,0.72,5.0,114.0,35.0,21.0,22.0,03,14,,
327,1946-03-15,0.0,1.0,115.0,24.0,7.0,13.0,03,15,-0.41,0.13
328,1946-03-16,0.38,6.0,119.0,27.0,11.0,12.0,03,16,,
329,1946-03-17,0.0,0.0,116.0,28.0,11.0,28.0,03,17,,
330,1946-03-18,0.0,0.0,114.0,46.0,24.0,35.0,03,18,,
331,1946-03-19,0.0,0.0,112.0,53.0,31.0,37.0,03,19,,
332,1946-03-20,0.53,4.0,114.0,43.0,28.0,30.0,03,20,,
333,1946-03-21,0.4,4.0,116.0,30.0,15.0,19.0,03,21,,
334,1946-03-22,0.0,0.0,114.0,35.0,15.0,19.0,03,22,,
335,1946-03-23,0.0,0.0,113.0,29.0,15.0,28.0,03,23,,
336,1946-03-24,0.68,7.0,117.0,35.0,24.0,26.0,03,24,,
337,1946-03-25,0.68,10.0,124.0,21.0,5.0,15.0,03,25,,
338,1946-03-26,0.0,0.0,118.0,34.0,14.0,32.0,03,26,,
339,1946-03-27,0.0,0.0,117.0,50.0,31.0,32.0,03,27,,
340,1946-03-28,0.0,0.0,115.0,55.0,32.0,41.0,03,28,,
341,1946-03-29,0.0,0.0,113.0,45.0,21.0,30.0,03,29,,
342,1946-03-30,0.0,0.0,112.0,38.0,26.0,36.0,03,30,,
343,1946-03-31,0.0,0.0,111.0,43.0,33.0,35.0,03,31,,
344,1946-04-01,1.38,10.0,118.0,35.0,20.0,21.0,04,01,,
345,1946-04-02,1.53,17.0,129.0,34.0,18.0,22.0,04,02,,
346,1946-04-03,0.37,4.0,126.0,28.0,17.0,21.0,04,03,,
347,1946-04-04,0.0,0.0,124.0,32.0,18.0,29.0,04,04,,
348,1946-04-05,0.0,0.0,120.0,47.0,29.0,34.0,04,05,,
349,1946-04-06,0.0,0.0,117.0,42.0,32.0,33.0,04,06,,
350,1946-04-07,0.64,6.5,120.0,39.0,26.0,28.0,04,07,,
